"Id","Username","Password","Firstname","Lastname","Phone","Email","IsReviewer","IsAdmin"
"4345","Risildur168","W))ED7939","Russell","Isildur","626-878-6560","risildur63@mail2u.biz","1","1"
"4346","Bshadowfax3724","*hi$TlInG5868","Barbara","Shadowfax",,,"0","1"
"4347","Sgorbag48","Nab#Ed8338","Sage","Gorbag","760-768-3991","sgorbag45@yahoo.us","1","1"
"4348","Kelladan15","dRa(S8280","Katherine","Elladan","826-297-1800","kelladan@bizmail.us","1","0"
"4349","Amorgoth929","hesi*At$on9206","Amber","Morgoth","262-250-0654","amber.morgoth@everymail.biz","1","1"
"4350","Jeru34","c(nt^Ia8073","Julia","Eru",,,"1","0"
"4351","Mungoliant1363","cOmMEn$urately6065","Magdalena","Ungoliant",,,"0","1"
"4352","Mcurufin44",")%ADs7061","Mark","Curufin","806-554-4110",,"1","1"
"4353","Jelrohir854","p@A$Ma3233","Jonathan","Elrohir","872-531-8677","jelrohir72@hotmail.us","1","0"
"4354","Abaggins2225","pRo^(rtieS9427","Alexa","Baggins","862-842-2809",,"1","1"
"4355","Aarwen39","$o@IeRs4802","April","Arwen",,,"0","0"
"4356","Jbifur8217","$eLiEf6187","John","Bifur","754-370-7029","jbifur16@yahoo.com","0","0"
"4357","Mmaggot87","conTA^nmen^2955","Michaela","Maggot","276-739-0801",,"0","0"
"4358","Verestor82","F^iendsHIp*8427","Virginia","Erestor","609-406-8641","verestor43@bizmail.us","0","1"
"4359","Cfeanor94","#iccuPs7548","Carolina","Feanor",,"cfeanor85@bizmail.biz","1","0"
"4360","Rgaldor82","deB(!2891","Roger","Galdor","214-486-2777","roger.galdor87@hotmail.biz","0","1"
"4361","Bhamfast74","p)nAlizing2318","Beverly","Hamfast","415-842-0648","bhamfast0@somemail.us","1","1"
"4362","Mkementari7684","f$xTureS1786","Megan","Kementari","716-443-3673","megan.kementari92@bizmail.us","1","0"
"4363","Agamling545","sTrea%L%ne7500","Amber","Gamling","318-751-3933","agamling91@mail2u.biz","0","1"
"4364","Ebaranor46","GueS#ti$ate8719","Emily","Baranor","317-834-4520",,"0","1"
"4365","Jnarvi254","dIsSenSi(n3940","Janet","Narvi","214-865-7376","jnarvi96@mail2u.com","1","1"
"4366","Jgimli136","#reAK!ut5903","Joseph","Gimli","225-282-1977","jgimli@everymail.co.uk","0","1"
"4367","Kelmo86","inTelLeCt*8356","Katherine","Elmo","605-883-2605","kelmo87@mailbox.biz","1","1"
"4368","Pelros93","*IRaculous7528","Paul","Elros","248-999-5751","pelros@somemail.us","0","1"
"4369","Gberen421","oB(e$Ts6128","George","Beren","641-273-1636",,"0","1"
"4370","Vtuor4938","$RIdG^s4456","Valerie","Tuor",,"vtuor58@everymail.com","0","1"
"4371","Dtreebeard2746","T@x9178","Dale","Treebeard","863-500-3064","dtreebeard@somemail.biz","0","0"
"4372","Ahalbarad15","t$OU(aNDth7141","Amy","Halbarad","256-554-4747","ahalbarad@yahoo.us","1","0"
"4373","Jgaldor7346","EmbEl)isHed8849","Jessica","Galdor","774-823-9572","jgaldor18@bizmail.net","0","0"
"4374","Agildor4611","^*t'S9464","Albert","Gildor","213-715-9573","albert.gildor@mail2u.com","0","1"
"4375","Earwen88","CO)liding1381","Ellie","Arwen","582-479-9672",,"0","0"
"4376","Emandos12","oodl$S5514","Ethan","Mandos","734-252-6426","ethan.mandos@yahoo.com","1","0"
"4377","Vmelkor74","M)thEmatical$y2389","Vivianna","Melkor","943-683-0678","vmelkor55@bizmail.org","0","0"
"4378","Jbaggins33","%@4890","Jack","Baggins","225-481-0804",,"0","1"
"4379","Asauron538","Ma!Gin4609","Alicia","Sauron","835-268-0570","asauron83@gmail.us","1","0"
"4380","Ntulkas96","dEpres!iONs3443","Nicholas","Tulkas","608-119-3270","ntulkas@mailbox.com","1","0"
"4381","Lbutterbur83","earli@sT4676","Lara","Butterbur","971-592-1685","lara.butterbur@everymail.org","1","0"
"4382","Lnienna58","%AT1189","Lucy","Nienna","623-939-6050",,"1","1"
"4383","Abergil65","#oL(s8561","Angelica","Bergil","530-770-1993","abergil53@mail2u.biz","0","1"
"4384","Rkementari73","biOe$GineeriNG5921","Richard","Kementari","585-065-7648","richard.kementari22@mailbox.org","1","1"
"4385","Seowyn667",")Tr(ngeR4611","Shelby","Eowyn","432-032-3513","seowyn56@hotmail.net","0","1"
"4386","Msamwise8355","distingU@ShiNg9582","Mitch","Samwise","959-217-8586","mitch.samwise70@everymail.com","0","0"
"4387","Wamros141","#pproxiMated8042","Walter","Amros","585-590-2050","walter.amros74@mail2u.co.uk","1","1"
"4388","Mnienna6465","(PpRIse1571","Marilyn","Nienna","234-669-8761","mnienna54@yahoo.us","0","0"
"4389","Jturambar3969","F%ilIng1839","Joyce","Turambar",,"joyce.turambar@mailbox.net","0","0"
"4390","Mancalagon1977","i)filtrAte6661","Marishka","Ancalagon","986-631-4432","mancalagon@somemail.co.uk","0","1"
"4391","Tfingon7245","tE$8822","Teresa","Fingon","773-228-4334","teresa.fingon27@gmail.biz","1","1"
"4392","Gecthelion9594","hEge(oNy4028","Gabbi","Ecthelion","971-318-9065","gabbi.ecthelion45@everymail.org","1","0"
"4393","Dsulimo4548","JAc*Ie6003","Daniel","Sulimo","724-515-2535","dsulimo20@everymail.org","1","0"
"4394","Enienna1156","kEystrO%e3257","Elijah","Nienna","727-417-9313","elijah.nienna72@somemail.net","0","1"
"4395","Cnob3241","equ)valENT1773","Chloe","Nob",,"cnob18@everymail.co.uk","1","1"
"4396","Jbeechbone863","DefEctIV!4896","Jerry","Beechbone","839-513-2332","jbeechbone46@somemail.net","0","1"
"4397","Asmaug8885","CavA!ieR1425","Alexandra","Smaug",,"asmaug35@yahoo.biz","0","0"
"4398","Jthranduil736","*uNNy8724","Jewel","Thranduil",,"jthranduil22@gmail.org","0","1"
"4399","Kglaurung999","ba(e*4481","Kathryn","Glaurung","872-998-7945",,"0","1"
"4400","Apharazon8963","v)ria^Ts6233","Abigail","Pharazon","225-200-7700",,"1","1"
"4401","Btinuviel9778","psychol@g*callY8188","Bailey","Tinuviel","580-172-6946","btinuviel40@somemail.co.uk","1","0"
"4402","Rglorfindel278","tedIU^6195","Rebecca","Glorfindel","602-708-6386",,"0","1"
"4403","Cidril224","aTtoRn%%3307","Cassandra","Idril",,"cidril@mail2u.org","1","1"
"4404","Bquickbeam9926","routi#%Ly8389","Bailey","Quickbeam","364-200-3546","bquickbeam24@bizmail.us","0","1"
"4405","Sturin49","questIoNn^ir(5144","Susan","Turin","220-974-9576","sturin8@mail2u.net","1","1"
"4406","Mglorfindel99","DeSIri@G4243","Molly","Glorfindel","725-595-3549","mglorfindel47@yahoo.org","0","1"
"4407","Jdori631","pa*EnTing1539","Judith","Dori","913-841-1672","jdori73@hotmail.biz","1","1"
"4408","Rbrandybuck66","!ILE8861","Rachel","Brandybuck",,"rbrandybuck99@yahoo.org","1","1"
"4409","Cnimloth824","(suAl)y1548","Christian","Nimloth","323-103-1952","christian.nimloth35@bizmail.biz","0","1"
"4410","Mgothmog93","Vi@W%r4435","Matthew","Gothmog","930-015-0028","mgothmog87@somemail.org","0","0"
"4411","Rglaurung56","CUstoD)an2758","Rose","Glaurung","872-321-2259","rglaurung@hotmail.com","0","0"
"4412","Aleaflock6545","fOr%a(1650","Angie","Leaflock","919-557-2650",,"1","0"
"4413","Dmanwe431","cerTificatIo@s1334","Daniel","Manwe","413-164-0691","daniel.manwe27@somemail.com","0","0"
"4414","Spharazon29","Wee*1588","Savannah","Pharazon","623-518-9913",,"1","1"
"4415","Tbifur728","Bo(2086","Theresa","Bifur","641-551-0586","tbifur0@hotmail.org","1","0"
"4416","Rkementari81","gOOdi)1608","Richard","Kementari","408-066-7041","rkementari26@bizmail.biz","0","0"
"4417","Aelfhelm185","@A$2707","Adam","Elfhelm","224-624-4044","aelfhelm63@mailbox.net","0","1"
"4418","Lbutterbur779","oUtl!%s1673","Lucas","Butterbur","918-799-4689","lbutterbur@mailbox.biz","1","1"
"4419","Gartanis5755","exPe!ieNcY4216","Gabbi","Artanis","352-916-3148","gartanis@yahoo.net","0","1"
"4420","Vgoldberry165","PErsist!d9189","Victoria","Goldberry",,"vgoldberry20@everymail.net","0","0"
"4421","Igaldor481","^L%pEs9884","Isaiah","Galdor","835-950-8168","igaldor50@everymail.us","1","0"
"4422","Jnazgul42","RuShE^3641","Juliet","Nazgul","859-954-3288",,"1","1"
"4423","Ndior573","R!ckiNg4355","Norah","Dior","919-280-7016",,"1","1"
"4424","Fnob13","S@iK$S9170","Frances","Nob","201-138-0414","fnob21@yahoo.org","1","1"
"4425","Abombur26",")(TTEn7681","Alisa","Bombur",,"abombur97@mail2u.net","1","1"
"4426","Ahurin6968","p^NNiNg9511","Andrew","Hurin",,"ahurin44@bizmail.net","0","0"
"4427","Sdraugin5535","rO)E@2070","Sylvia","Draugin","315-234-2037","sdraugin@somemail.net","0","0"
"4428","Melladan657","JOg^i)g5988","Megan","Elladan","440-262-8502","megan.elladan@mailbox.biz","1","0"
"4429","Mshadowfax97","L#)seS2133","Maria","Shadowfax","772-482-6229",,"0","0"
"4430","Hmanwe557",")ndiCtMent4292","Haley","Manwe",,"hmanwe@hotmail.us","1","0"
"4431","Mbard5626","s)uaT8587","Magdalena","Bard","706-687-4097","mbard87@bizmail.biz","1","1"
"4432","Mglorfindel7223","%HreSH@ld9400","Mason","Glorfindel",,"mglorfindel94@hotmail.net","0","1"
"4433","Evalaquenta9925","loui$vIlle6600","Erik","Valaquenta","650-789-7609","evalaquenta5@mail2u.net","1","0"
"4434","Dangmar181","de*lOY2995","Delilah","Angmar","513-028-0981","dangmar81@bizmail.co.uk","0","1"
"4435","Jearendil4279","r!ll^D6005","Joy","Earendil","530-992-8213",,"1","0"
"4436","Rdenethor7235","jOIntL%8453","Rose","Denethor","945-134-0065","rose.denethor@mail2u.org","1","0"
"4437","Jlindenroot8892","eVa#gElicAl1611","Jack","Lindenroot","225-151-1806","jlindenroot42@gmail.biz","0","1"
"4438","Cberen573","consolID^ted1363","Carla","Beren","806-994-7052","cberen@yahoo.biz","1","1"
"4439","Lglorfindel56","Pr*Ve1360","Laura","Glorfindel",,,"0","0"
"4440","Bceleborn3556","se!reTa#iat7066","Brianna","Celeborn","743-780-7756","bceleborn64@gmail.net","1","1"
"4441","Dfingolfin93","DevoURin@5012","Dana","Fingolfin","319-053-2966",,"1","1"
"4442","Sisildur87","saFegUa#*s5925","Sophie","Isildur","717-076-4918","sisildur@yahoo.biz","1","0"
"4443","Gmorgoth776","EvI^T6506","George","Morgoth","854-522-1545","gmorgoth50@yahoo.com","0","1"
"4444","Lmaggot4542","sIdest^p7389","Lida","Maggot","580-513-0517","lida.maggot81@mail2u.org","1","0"
"4445","Eglorfindel646","w*DDIn#4062","Erik","Glorfindel","505-518-4346",,"1","1"
"4446","Mshelob551","sUbsid$a#Ies5879","Melanie","Shelob","948-081-1714","mshelob66@bizmail.co.uk","1","1"
"4447","Mdori98",")#NZo6617","Melody","Dori","406-765-3102","mdori76@bizmail.net","0","1"
"4448","Jbalin3566","^!adS7952","Jade","Balin","512-292-4288",,"1","1"
"4449","Cerkenbrand64","ru@b%ed3987","Chelsea","Erkenbrand",,"cerkenbrand@somemail.co.uk","1","0"
"4450","Cstormcrow13","a*cUMulated6424","Carla","Stormcrow","302-846-7408","cstormcrow78@yahoo.biz","1","1"
"4451","Tidril63","C(MBatan*s9467","Toki","Idril","336-519-1271","tidril18@mail2u.com","1","0"
"4452","Efimbrethil625","Scu%@TUres5462","Eleanor","Fimbrethil",,,"0","1"
"4453","Ntuor1129","ba))ET5671","Nadine","Tuor","754-737-3589","nadine.tuor@everymail.net","1","0"
"4454","Lsulimo73","*@EciAL5874","Lilly","Sulimo","681-830-4738","lsulimo7@everymail.biz","0","1"
"4455","Kboromir93","*NtrOducE1463","Kayla","Boromir","312-226-2603","kboromir@gmail.us","0","0"
"4456","Jfeanor769","E(TrA(4556","John","Feanor","507-438-7902",,"1","1"
"4457","Athorin997","TOoL(2624","Andrea","Thorin","805-884-1040","athorin38@bizmail.net","0","0"
"4458","Lthranduil72","tiGH^ly8741","Liv","Thranduil",,"lthranduil37@mailbox.com","1","1"
"4459","Kalcarin532","nem@)IS6878","Kimberly","Alcarin","458-184-6574",,"1","0"
"4460","Bboffin136","quI#kIe4600","Billy","Boffin","610-215-8752","bboffin@hotmail.net","1","0"
"4461","Esharku3461","%ru!bS1882","Ellen","Sharku","364-571-4742","ellen.sharku21@yahoo.net","1","0"
"4462","Lberen718","bandIN*1283","Lori","Beren","401-862-6070",,"0","1"
"4463","Msamwise89","s$$P4698","Melinda","Samwise",,"melinda.samwise@somemail.co.uk","0","1"
"4464","Delbereth177","Bi^1302","Dennis","Elbereth","715-793-3127","delbereth20@yahoo.biz","0","0"
"4465","Atuor24","laThE*7908","Anabelle","Tuor","269-485-4740","atuor@somemail.biz","1","0"
"4466","Ptook95","S*rilL4747","Pamela","Took",,"ptook6@mail2u.com","1","0"
"4467","Kbeorn31","Ra!ge!5497","Kate","Beorn","971-429-4756","kbeorn62@bizmail.com","0","1"
"4468","Afeanor819","BaN(2306","Audrey","Feanor","315-702-7926","afeanor@everymail.net","0","0"
"4469","Kdior97","d(magEd8015","Karen","Dior",,"karen.dior2@mailbox.co.uk","0","1"
"4470","Wdwalin8171","eq@iP4355","Willie","Dwalin","838-142-5006","wdwalin10@hotmail.org","0","0"
"4471","Sbracegirdle3673","Bo*4313","Steven","Bracegirdle","660-084-7671",,"0","0"
"4472","Jdurin2955","credE#tIAL7945","Joshua","Durin","656-756-6182","jdurin30@gmail.com","1","0"
"4473","Halatar59","^tY*ing8243","Helen","Alatar","860-377-1567","halatar@gmail.com","1","1"
"4474","Jangmar46","!eAChEs5897","Julia","Angmar",,,"0","0"
"4475","Bannatar21","moT*!4383","Bailey","Annatar","667-775-7816",,"1","1"
"4476","Klorien8872","!NcOmprEhensible2981","Katie","Lorien","702-937-0046","klorien57@hotmail.org","0","1"
"4477","Ifatty8974","^nh#riTs2886","Isabell","Fatty","312-343-3960","ifatty87@gmail.com","1","1"
"4478","Ryavanna68","D)scRimin%Ted5545","Ronald","Yavanna","386-728-7010","ryavanna30@bizmail.org","1","1"
"4479","Bgandalf2817","sufFo!Ate9174","Beverly","Gandalf","239-144-5793","bgandalf39@mailbox.net","1","1"
"4480","Helbereth7985","r^beL1149","Haley","Elbereth","864-912-7527","helbereth8@yahoo.org","1","1"
"4481","Jmerry98","DiTt!1464","Jessica","Merry","305-779-8462","jmerry84@everymail.co.uk","0","1"
"4482","Lilluvatar8479","gR@mpY9366","Liv","Illuvatar","803-857-3517","lilluvatar33@somemail.biz","0","0"
"4483","Gbolg268","c%iSEs9422","Gregory","Bolg","864-739-7244","gregory.bolg@yahoo.biz","1","0"
"4484","Enimrodel85","PaUs^ng5629","Erin","Nimrodel","779-400-9207","enimrodel90@hotmail.us","0","1"
"4485","Acelebrimbor17","dOz*n9506","Aaron","Celebrimbor","913-451-0270","acelebrimbor15@hotmail.net","1","1"
"4486","Jfelagund5887","@Oncei!6588","Josie","Felagund","804-405-9061","jfelagund50@mail2u.net","0","1"
"4487","Tleaflock1564","WoR!1824","Tyler","Leaflock","440-270-0797","tleaflock82@yahoo.com","1","1"
"4488","Jartanis88","pAYme#t!4601","Jacqueline","Artanis","402-230-8841","jacqueline.artanis81@yahoo.net","1","1"
"4489","Berkenbrand79","BOnanz$3220","Brooke","Erkenbrand","840-911-6286","berkenbrand28@hotmail.co.uk","0","1"
"4490","Selentari598","pass%oRD8060","Sara","Elentari","605-135-2151","sara.elentari13@mailbox.biz","0","0"
"4491","Lfaramir6892","@D9748","Lucy","Faramir","864-401-8011","lfaramir90@mailbox.net","0","1"
"4492","Kanarion757","irKSo@E6600","Katie","Anarion",,"kanarion44@bizmail.com","0","1"
"4493","Bfinwe557","n@goTiAt%s8463","Benjamin","Finwe",,"bfinwe31@gmail.net","0","1"
"4494","Tbeorn73","*OL#o7845","Trinity","Beorn","858-832-1174","tbeorn@hotmail.net","1","1"
"4495","Melfhelm54","f%lES6374","Marilyn","Elfhelm",,,"1","1"
"4496","Tnob7549","sc!eenPLa@4619","Tyler","Nob","781-862-1248","tnob99@somemail.net","1","0"
"4497","Nungoliant3485","marK^tplac)2448","Nathan","Ungoliant",,,"1","1"
"4498","Tquickbeam97","stiFfeN@Ng6188","Teresa","Quickbeam","570-291-5747",,"1","1"
"4499","Koakenshield86","locaLiTi(S3825","Kayla","Oakenshield","209-988-4174","koakenshield36@somemail.co.uk","0","0"
"4500","Lkili952","pr(*RietoRs5400","Lilly","Kili",,"lkili53@mail2u.com","0","1"
"4501","Afili4221","(ssuEs1051","Andrew","Fili",,,"1","0"
"4502","Lturgon44","#traWBEr@ies8544","Lori","Turgon","949-821-9377","lturgon24@hotmail.net","0","0"
"4503","Vbracegirdle729","@nneeDed9045","Vivianna","Bracegirdle","747-616-5620","vivianna.bracegirdle61@hotmail.biz","1","1"
"4504","Deru492","dr(W6615","Doris","Eru","216-025-8081",,"0","1"
"4505","Jbeechbone72","b!(h2244","Jennifer","Beechbone",,"jbeechbone@bizmail.org","0","0"
"4506","Rturin27","YeL^7060","Russell","Turin","701-344-7667","rturin80@gmail.org","1","0"
"4507","Kfingolfin668","IdEntIfIe$2903","Kathy","Fingolfin","669-354-3268","kfingolfin87@everymail.co.uk","0","0"
"4508","Cmithrandir872","ReshAPe*2968","Chloe","Mithrandir","316-446-8162",,"0","1"
"4509","Jcelebrian41","m^rGIn3883","Jack","Celebrian","801-070-2747","jcelebrian@gmail.net","0","0"
"4510","Ckhamul736","THrIc@9272","Clarence","Khamul",,"ckhamul@mail2u.org","1","1"
"4511","Lnienor573","(OVe%s4317","Leo","Nienor","901-501-7770","lnienor79@mail2u.com","0","0"
"4512","Scurufinwe7468","fLAb!y8803","Samuel","Curufinwe","724-006-2691","scurufinwe68@yahoo.net","0","0"
"4513","Cfili1393","^caffO)d2069","Cindy","Fili","346-805-9553","cfili61@mailbox.org","0","0"
"4514","Mkementari39","co$RupT7975","Michelle","Kementari",,"mkementari20@hotmail.org","1","1"
"4515","Jfatty6584","GR)p!8334","Jeremy","Fatty","669-151-4325","jfatty@hotmail.org","0","1"
"4516","Mbrandybuck422","R(l@y2578","Mark","Brandybuck","386-079-0143","mbrandybuck3@yahoo.com","1","0"
"4517","Dfimbrethil21","authentIc^tIon5436","Doris","Fimbrethil",,"dfimbrethil95@hotmail.biz","0","1"
"4518","Jbregolas25","BeA)S2098","John","Bregolas",,"jbregolas@bizmail.net","1","0"
"4519","Pbeor291","CoNtiguO@s6686","Patricia","Beor",,"patricia.beor@everymail.org","0","0"
"4520","Rstrider59","fu)NisH9774","Ronald","Strider","931-316-0445","rstrider98@gmail.biz","0","1"
"4521","Mluthien14",")O#inGLy6323","Mary","Luthien","405-105-4507","mluthien0@somemail.net","0","0"
"4522","Hlorien69","!ri$Ks4520","Heather","Lorien","831-027-5653",,"0","0"
"4523","Amerry26","mO#ER3401","Adam","Merry","936-228-8951","amerry5@mail2u.co.uk","0","0"
"4524","Vmithrandir5447","dEC@y7663","Veronica","Mithrandir",,"vmithrandir74@hotmail.co.uk","0","1"
"4525","Rnori6784","rE(hufFling7036","Ronald","Nori",,,"0","0"
"4526","Sisildur963","adVers^!y5689","Sierra","Isildur","628-341-8441","sisildur52@gmail.us","0","1"
"4527","Mbalin325","l*giSl*ting9320","Melissa","Balin",,"melissa.balin2@everymail.net","0","0"
"4528","Rleaflock83","R!c^oN9087","Richard","Leaflock","210-883-6010","richard.leaflock16@somemail.com","1","1"
"4529","Jdwalin2437","imPe(ative6586","Jose","Dwalin","315-590-9589","jdwalin93@hotmail.biz","1","0"
"4530","Mcotton4492",")nDe%lying8976","Miranda","Cotton","835-182-5183","mcotton@gmail.com","1","0"
"4531","Vskinbark487","avocaTIo@4565","Veronica","Skinbark","609-167-4737",,"0","1"
"4532","Dmaeglin157","h@Tting7670","Dana","Maeglin",,"dana.maeglin93@mailbox.net","0","1"
"4533","Ecurufin914","diPLom%s5611","Evelyn","Curufin","734-675-8738","ecurufin50@yahoo.net","0","1"
"4534","Jbergil616","APpl@@abIlity6230","Josie","Bergil",,"josie.bergil20@gmail.com","0","0"
"4535","Jwillow228","diSas^emBlE*5918","Jackson","Willow","269-517-9219","jwillow93@somemail.com","1","1"
"4536","Serestor77","exCeE#8303","Susan","Erestor","574-534-7212","serestor36@somemail.co.uk","1","1"
"4537","Mbifur879","explosiO*1070","Mackenzie","Bifur","216-176-4059","mbifur@everymail.com","0","1"
"4538","Mlurtz3835","aSsa!LIng9225","Michael","Lurtz","229-038-7623",,"1","0"
"4539","Cfrodo4374","*GNorE2162","Camilla","Frodo","334-750-6007","camilla.frodo26@bizmail.us","0","1"
"4540","Zpharazon98","conjuR*s7149","Zelda","Pharazon","916-889-8152","zelda.pharazon@yahoo.biz","1","0"
"4541","Jimrahil38","org^SM8432","Joseph","Imrahil","386-286-6651","jimrahil59@bizmail.biz","0","0"
"4542","Jpalantir866","imprE*sEd2433","Joseph","Palantir","608-973-8213","jpalantir@mailbox.us","0","1"
"4543","Chador95","!UM3512","Christina","Hador",,"chador83@hotmail.us","0","0"
"4544","Bimrahil275","An$moS%ty2865","Brian","Imrahil","586-807-4345","bimrahil59@gmail.com","1","1"
"4545","Jgloin59","evan%E!ism1490","Julia","Gloin","856-309-5705","julia.gloin96@yahoo.com","1","0"
"4546","Csharku58","i^tRiguiNg3705","Cassandra","Sharku","956-983-8747",,"0","1"
"4547","Smerry76","dan%L*4804","Stephen","Merry","309-936-4359",,"0","0"
"4548","Melrond32","^nCaPsU)ate4217","Melody","Elrond","919-114-2350",,"0","1"
"4549","Jelbereth91","La!E1804","Jose","Elbereth","931-230-5603",,"1","0"
"4550","Mglaurung75","th@usTs4976","Monica","Glaurung","478-765-5625",,"0","1"
"4551","Gquickbeam1251","lanD@*Rk2554","Grace","Quickbeam","718-640-8967","gquickbeam@yahoo.biz","1","1"
"4552","Nnimrodel724","pollUTIn%7140","Nancy","Nimrodel",,"nancy.nimrodel@hotmail.net","0","0"
"4553","Dboromir332","CHieF*4288","Daniella","Boromir",,"daniella.boromir72@bizmail.biz","0","0"
"4554","Amelkor4623","mIdl@nD(3160","Arthur","Melkor",,"arthur.melkor87@yahoo.com","1","0"
"4555","Bquickbeam9433","LUMb#r@ng4863","Brandon","Quickbeam","901-513-1783","brandon.quickbeam87@somemail.com","0","0"
"4556","Dbergil857","Pu$G!ng4302","Douglas","Bergil","574-060-7259","dbergil95@bizmail.com","0","1"
"4557","Squickbeam25","Whi$7768","Samuel","Quickbeam",,"squickbeam0@gmail.co.uk","0","0"
"4558","Chador2527","b@OWn6413","Claudia","Hador","901-142-8455","chador34@bizmail.net","1","0"
"4559","Cbregolas4348","@eSIdual9705","Carol","Bregolas","856-189-2199","cbregolas48@somemail.biz","1","0"
"4560","Ngaldor43","ExTravAga#za4371","Nathan","Galdor",,"ngaldor69@mailbox.net","1","0"
"4561","Sceleborn3341","secOnD#4512","Sierra","Celeborn",,"sceleborn95@yahoo.co.uk","1","0"
"4562","Jnarvi61","%LlAy#ng6033","Jose","Narvi",,,"1","1"
"4563","Jelbereth17","AtO^e5179","Joe","Elbereth","585-416-7764","jelbereth@everymail.co.uk","1","1"
"4564","Ddurin3868","suC(eS*ive8426","Dennis","Durin","864-720-4337","ddurin66@bizmail.org","1","1"
"4565","Damros975","Up$tarts2182","Denise","Amros","731-714-6447","denise.amros25@somemail.com","0","0"
"4566","Rlurtz4435",")isAppoIntEd7881","Raymond","Lurtz",,,"0","0"
"4567","Mbutterbur796","Plu(K9605","Mackenzie","Butterbur","919-874-6323","mackenzie.butterbur80@yahoo.org","0","1"
"4568","Telentari5371","r$vIEweRs9593","Teresa","Elentari","951-006-5406","telentari@hotmail.org","0","1"
"4569","Lnamo415","t%nNE)3987","Liv","Namo","732-906-0451","lnamo98@bizmail.us","0","0"
"4570","Ksackville222",")ikEL%eR4839","Kevin","Sackville","480-116-1617","ksackville77@somemail.biz","0","0"
"4571","Gdori381","f^(ET1170","Gary","Dori","575-097-2564",,"1","1"
"4572","Ecurufin47","reT%aCtIng4252","Ellie","Curufin","660-475-9707","ellie.curufin97@everymail.org","0","1"
"4573","Ftook33","v@tamIn6311","Frances","Took","801-317-6133","frances.took56@mailbox.com","1","1"
"4574","Cboromir2118","fuSs#n*1049","Cheryl","Boromir","216-009-6469",,"0","1"
"4575","Amithrandir9587","Req$Ir#s6002","Ashley","Mithrandir","803-531-3028","amithrandir6@bizmail.org","0","0"
"4576","Bbracegirdle9324","L^S!en3511","Bruce","Bracegirdle","240-750-2359","bbracegirdle@bizmail.org","0","0"
"4577","Lbeor99","DeMAn)S4736","Leo","Beor","314-956-3470","lbeor@gmail.us","0","0"
"4578","Cbaggins18","sT^e(er4861","Carol","Baggins","724-041-7138","cbaggins51@yahoo.org","1","1"
"4579","Nbolger583","re@InAL4275","Nancy","Bolger",,"nancy.bolger71@bizmail.co.uk","1","0"
"4580","Stook6253","pERva#Ive3326","Sydney","Took",,"stook5@somemail.us","1","1"
"4581","Nnarvi41","p%ImordIA!8537","Nadine","Narvi","448-632-0916","nnarvi25@mail2u.org","0","1"
"4582","Ccurufinwe4547","bewIlDer)ENt1854","Claudia","Curufinwe","763-057-5414",,"1","0"
"4583","Ieru21","#urTaIL2129","Ivy","Eru","732-437-1708","ivy.eru69@mailbox.us","1","0"
"4584","Kvalinor6464","ADvenTu^e5867","Kathy","Valinor","281-864-2546","kvalinor57@somemail.org","1","0"
"4585","Agrahame8643","reg!(N5338","Alisa","Grahame","585-835-2600",,"1","0"
"4586","Jskinbark773","tE@Hniq$E4163","Joshua","Skinbark","415-551-5066","jskinbark@everymail.net","0","0"
"4587","Cgothmog67","Ga#)7891","Carolina","Gothmog","303-830-6484","cgothmog17@yahoo.com","0","0"
"4588","Enazgul57","aPar!heiD6360","Eileen","Nazgul","941-642-6840","enazgul65@yahoo.co.uk","0","0"
"4589","Hnazgul612","becAm(7745","Heidi","Nazgul","847-532-4558","hnazgul42@somemail.net","1","1"
"4590","Bisildur76","spRI^@5789","Beverly","Isildur","435-749-1893","bisildur22@gmail.us","1","1"
"4591","Jbeechbone9868","HInge$8994","Jose","Beechbone","503-290-9761","jbeechbone34@everymail.com","0","0"
"4592","Tturambar163","ana)ytiC5293","Tyler","Turambar",,"tturambar19@yahoo.co.uk","0","1"
"4593","Egamling2689","bArri(aDes3856","Ethan","Gamling","408-497-5323","egamling27@mailbox.net","0","1"
"4594","Emanwe27","s@ciE$Al7129","Erik","Manwe","743-172-8608","emanwe56@bizmail.us","1","0"
"4595","Thelm hammerhand483","d@V)Rges8304","Toki","Helm Hammerhand","731-685-5897","thelmhammerhand73@gmail.org","0","1"
"4596","Mshagrat394","@E)D7194","Miranda","Shagrat","657-247-7568",,"1","1"
"4597","Kluthien316","#*nDorA7600","Keith","Luthien","615-703-6421","kluthien21@somemail.co.uk","0","1"
"4598","Morodreth317","Dam*)T1040","Melanie","Orodreth",,"morodreth31@bizmail.org","0","0"
"4599","Rbeechbone1696","t^eL#E1677","Rachel","Beechbone",,"rbeechbone1@yahoo.net","1","0"
"4600","Ksmeagol37","pr*se$vatIoN3090","Kenneth","Smeagol","928-915-1610","ksmeagol56@bizmail.net","0","1"
"4601","Mnamo16","luCkiE@t5137","Mason","Namo","380-162-4850","mnamo84@mail2u.org","1","1"
"4602","Qgrishnakh4546","Engro)sEd5803","Quinn","Grishnakh","847-447-8658","qgrishnakh11@gmail.net","1","0"
"4603","Aeowyn93","@^ung7008","Aileen","Eowyn",,"aeowyn43@everymail.co.uk","0","0"
